Event ID,Event Name,Start Date/Time,End Date/Time,Event Agency,Event Type,Event Borough,Event Location,Event Street Side,Street Closure Type,Community Board,Police Precinct
622182,Covid 19 testing for the public,02/19/2022 07:00:00 AM,02/19/2022 07:00:00 PM,Parks Department,Special Event,Queens,Alley Pond Park: Parking Lot 01 - Springfield,,N/A,"11,","111,"
608953,Celebration,06/25/2022 06:00:00 PM,06/25/2022 08:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Bethesda Fountain Terrace,,N/A,"64,","22,"
608809,Soccer - Non Regulation,03/07/2022 05:00:00 PM,03/07/2022 07:00:00 PM,Parks Department,Sport - Youth,Manhattan,"Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fields-Soccer-72 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: East River Fields-Soccer-84 ,Randall's Island Park: East River Fields-Soccer-82",,N/A,"11,","25,"
608215,2022 No Amplified Sound,03/12/2022 07:00:00 AM,03/12/2022 08:00:00 PM,Parks Department,Special Event,Manhattan,Jackie Robinson Park: Bandshell,,N/A,"10,","30,"
609158,Celebration,05/28/2022 01:00:00 PM,05/28/2022 03:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Ladies' Pavilion,,N/A,"64,","22,"
605781,Soccer - Non Regulation,03/15/2022 09:00:00 AM,03/15/2022 07:00:00 PM,Parks Department,Sport - Youth,Manhattan,De Witt Clinton Park: Soccer-01,,N/A,"04,","18,"
609711,WORSHIP WITHOUT LIMITS,07/16/2022 11:00:00 AM,07/16/2022 10:00:00 PM,Parks Department,Special Event,Queens,Forest Park: Bandshell and Seating,,N/A,"82,","102,"
608949,Celebration,04/23/2022 12:00:00 PM,04/23/2022 02:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Ladies' Pavilion,,N/A,"64,","22,"
607297,Soccer - Non Regulation,03/06/2022 07:00:00 AM,03/06/2022 09:30:00 AM,Parks Department,Sport - Adult,Queens,College Point Fields: Soccer-01,,N/A,"07,","109,"
617407,Soccer - Non Regulation,03/13/2022 09:30:00 AM,03/13/2022 11:30:00 AM,Parks Department,Sport - Adult,Bronx,Van Cortlandt Park: Stadium-Soccer-08,,N/A,"26,","50,"
606374,Soccer - Non Regulation,03/05/2022 08:00:00 AM,03/05/2022 12:00:00 PM,Parks Department,Sport - Youth,Brooklyn,Bush Terminal Park: Soccer-02,,N/A,"07,","72,"
608269,Soccer - Non Regulation,03/05/2022 07:00:00 AM,03/05/2022 09:30:00 AM,Parks Department,Sport - Adult,Queens,College Point Fields: Soccer-01,,N/A,"07,","109,"
608269,Soccer - Non Regulation,02/26/2022 07:00:00 AM,02/26/2022 09:30:00 AM,Parks Department,Sport - Adult,Queens,College Point Fields: Soccer-01,,N/A,"07,","109,"
609049,Celebration,05/22/2022 11:00:00 AM,05/22/2022 01:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Ladies' Pavilion,,N/A,"64,","22,"
621839,Meet the Native Plants Demonstration Gardens,03/04/2022 12:00:00 AM,03/04/2022 11:00:00 PM,Parks Department,Special Event,Manhattan,Madison Square Park: Southern Fountain Circle Plaza,,N/A,"5,","13,"
530443,Soccer - Non Regulation,03/04/2022 06:00:00 AM,03/04/2022 11:00:00 PM,Parks Department,Sport - Adult,Queens,"Juniper Valley Park: Football-01 ,Juniper Valley Park: Track-01",,N/A,"05,","104,"
612049,Outdoor Learning-The Studio School-PrivateCh,02/17/2022 09:00:00 AM,02/17/2022 12:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Wild West Playground Lawn,,N/A,"64,","22,"
623423,Locals Surf School,03/04/2022 09:00:00 AM,03/04/2022 01:00:00 PM,Parks Department,Special Event,Queens,Rockaway Beach and Boardwalk: Beach 67th Street Surfing Beach,,N/A,"14,","100,"
588964,Mobile COVID-19 Vaccine,02/28/2022 08:00:00 AM,02/28/2022 07:00:00 PM,Parks Department,Special Event,Brooklyn,100% Playground: 100% Playground,,N/A,"18,","69,"
605051,Soccer - Non Regulation,03/05/2022 01:00:00 PM,03/05/2022 06:00:00 PM,Parks Department,Sport - Youth,Queens,Murray Playground: Soccer-01,,N/A,"02,","108,"
615026,Soccer -Regulation,03/04/2022 08:00:00 AM,03/04/2022 10:00:00 PM,Parks Department,Sport - Youth,Brooklyn,"Calvert Vaux Park: Soccer-01 ,Kaiser Park: Football-01",,N/A,"13,","60,"
609953,Soccer - Non Regulation,03/07/2022 05:00:00 PM,03/07/2022 07:00:00 PM,Parks Department,Sport - Youth,Queens,Frank Principe Park / Maurice Park: Soccer-03,,N/A,"5,","104,"
621245,St Pats For All,03/06/2022 12:00:00 PM,03/06/2022 03:00:00 PM,Police Department,Parade,Queens,"SKILLMAN AVENUE between 41 STREET and 43 STREET,  SKILLMAN AVENUE between 43 STREET and 55 STREET,  58 STREET between WOODSIDE AVENUE and ROOSEVELT AVENUE",Full,Full Street Closure,"2,","108,"
602587,Soccer -Regulation,03/15/2022 08:00:00 AM,03/15/2022 08:00:00 PM,Parks Department,Sport - Youth,Queens,St. Michael's Playground: Soccer-01,,N/A,"01,","114,"
607739,Soccer - Non Regulation,03/14/2022 06:30:00 PM,03/14/2022 10:00:00 PM,Parks Department,Sport - Youth,Brooklyn,Calvert Vaux Park: Soccer-01,,N/A,"13,","60,"
610232,Softball (Little league),03/05/2022 08:00:00 AM,03/05/2022 06:00:00 PM,Parks Department,Sport - Youth,Queens,Frank Principe Park / Maurice Park: Softball-01,,N/A,"5,","104,"
610232,Softball (Little league),03/06/2022 08:00:00 AM,03/06/2022 06:00:00 PM,Parks Department,Sport - Youth,Queens,Frank Principe Park / Maurice Park: Softball-01,,N/A,"5,","104,"
607000,Rugby,03/15/2022 04:00:00 PM,03/15/2022 06:00:00 PM,Parks Department,Sport - Youth,Bronx,Macombs Dam Park: Soccer-01,,N/A,"04,","44,"
624580,Mobile COVID-19 Test Site,02/27/2022 09:00:00 AM,02/27/2022 07:00:00 PM,Parks Department,Special Event,Brooklyn,Seth Low Playground: Bealin Square,,N/A,"11,","62,"
611442,Central Park Swings,08/05/2022 03:00:00 PM,08/05/2022 07:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Bandshell Plaza,,N/A,"64,","22,"
610207,2022 Times Square Valentine Heart,03/03/2022 12:00:00 AM,03/03/2022 11:59:00 PM,Parks Department,Special Event,Manhattan,Father Duffy Square: Father Duffy Square,,N/A,"5,","18,"
606278,Soccer - Non Regulation,03/05/2022 01:00:00 PM,03/05/2022 04:00:00 PM,Parks Department,Sport - Youth,Queens,Frank Principe Park / Maurice Park: Soccer-03,,N/A,"5,","104,"
610128,Baseball - 13 and Older (Little League),03/15/2022 03:30:00 PM,03/15/2022 06:00:00 PM,Parks Department,Sport - Youth,Brooklyn,Bush Terminal Park: Baseball-01,,N/A,"07,","72,"
609109,Celebration,04/16/2022 12:00:00 PM,04/16/2022 02:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Cop Cot,,N/A,"64,","22,"
610655,Outdoor learning-12X458-DOE,03/04/2022 10:00:00 AM,03/04/2022 02:00:00 PM,Parks Department,Special Event,Bronx,Crotona Park: Crotona Park,,N/A,"3,","42,"
607664,Walker Park Afterschool,03/15/2022 03:00:00 PM,03/15/2022 06:00:00 PM,Parks Department,Special Event,Staten Island,Walker Park: Walker Park - Whole Park,,N/A,"1,","120,"
603469,Soccer -Regulation,03/05/2022 10:00:00 AM,03/05/2022 09:30:00 PM,Parks Department,Sport - Adult,Bronx,Macombs Dam Park: Soccer-01,,N/A,"04,","44,"
584419,Mobile COVID-19 Test Site,02/17/2022 08:00:00 AM,02/17/2022 07:00:00 PM,Parks Department,Special Event,Brooklyn,St. John's Park: St. John's Park,,N/A,"8,","77,"
606036,Football Ã¢â¬â Flag Football,03/06/2022 09:00:00 AM,03/06/2022 02:00:00 PM,Parks Department,Sport - Adult,Queens,Highland Park: Soccer-01,,N/A,"05,","75,"
620856,Covid 19 testing site,02/23/2022 07:00:00 AM,02/23/2022 07:00:00 PM,Parks Department,Special Event,Brooklyn,Bath Playground (JHS 281): Bath Playground,,N/A,"11,","62,"
608914,Soccer - Non Regulation,03/14/2022 07:00:00 PM,03/14/2022 09:00:00 PM,Parks Department,Sport - Adult,Manhattan,"James J Walker Park: Soccer-01 ,James J Walker Park: Soccer-01",,N/A,"02,","6,"
610460,Soccer - Non Regulation,03/15/2022 03:00:00 PM,03/15/2022 06:30:00 PM,Parks Department,Sport - Youth,Manhattan,Chelsea Park: Soccer-01,,N/A,"04,","10,"
613170,Outdoor Learning - PS149Q - DOE,03/15/2022 08:00:00 AM,03/15/2022 03:00:00 PM,Parks Department,Special Event,Queens,Northern Playground: Northern Playground,,N/A,"3,","115,"
608761,Soccer - Non Regulation,03/06/2022 08:00:00 AM,03/06/2022 06:00:00 PM,Parks Department,Sport - Youth,Queens,"Flushing Meadows Corona Park: Soccer-03 ,Flushing Meadows Corona Park: Soccer-05 ,Flushing Meadows Corona Park: Soccer-02",,N/A,"81,","110,"
617627,Soccer - Non Regulation,03/06/2022 01:00:00 PM,03/06/2022 04:00:00 PM,Parks Department,Sport - Adult,Manhattan,"Baruch Playground: Football-01 ,Baruch Playground: Football-02",,N/A,"03,","7,"
604380,Soccer - Non Regulation,03/06/2022 09:00:00 AM,03/06/2022 01:00:00 PM,Parks Department,Sport - Youth,Manhattan,Highbridge Park: Soccer-01,,N/A,"12,","33,"
616323,Football - Adults,03/06/2022 06:00:00 AM,03/06/2022 11:30:00 PM,Parks Department,Sport - Adult,Queens,Brookville Park: Football-01,,N/A,"13,","105,"
609040,Celebration,05/01/2022 10:00:00 AM,05/01/2022 12:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Ladies' Pavilion,,N/A,"64,","22,"
613901,Outside learning,03/04/2022 08:00:00 AM,03/04/2022 03:00:00 PM,Parks Department,Special Event,Bronx,Hunts Point Riverside Park: Hunts Point Riverside Park,,N/A,"2,","41,"
607833,Softball - Adults,03/05/2022 09:00:00 AM,03/05/2022 06:00:00 PM,Parks Department,Sport - Adult,Brooklyn,Van Voorhees Playground: Softball-01,,N/A,"06,","76,"
606079,Football - Adults,03/06/2022 02:00:00 PM,03/06/2022 10:00:00 PM,Parks Department,Sport - Adult,Manhattan,De Witt Clinton Park: Soccer-01,,N/A,"04,","18,"
602572,Soccer - Non Regulation,03/03/2022 06:00:00 PM,03/03/2022 10:00:00 PM,Parks Department,Sport - Adult,Brooklyn,Sternberg Park (Lindsey Park): Football-01,,N/A,"01,","90,"
608432,Soccer - Non Regulation,03/05/2022 12:00:00 PM,03/05/2022 02:00:00 PM,Parks Department,Sport - Adult,Queens,Grover Cleveland Playground: Soccer-01,,N/A,"05,","104,"
603469,Soccer -Regulation,03/13/2022 10:00:00 AM,03/13/2022 09:30:00 PM,Parks Department,Sport - Adult,Bronx,Macombs Dam Park: Soccer-01,,N/A,"04,","44,"
606040,Soccer - Non Regulation,03/06/2022 10:00:00 AM,03/06/2022 01:00:00 PM,Parks Department,Sport - Adult,Manhattan,Riverside Park: 103rd St-Soccer-02 D,,N/A,"07,","24,"
612782,Jazz Concert,04/30/2022 02:00:00 PM,04/30/2022 04:00:00 PM,Parks Department,Special Event,Manhattan,"J. Hood Wright Park: Center Lawn ,J. Hood Wright Park: Recreation Center Sitting Area",,N/A,"12,","33,"
625248,Mandarin Superstars,04/03/2022 10:00:00 AM,04/03/2022 11:00:00 AM,Parks Department,Special Event,Queens,Travers Park: Travers Park,,N/A,"3,","115,"
616300,Ruffin family reunion,08/13/2022 09:00:00 AM,08/13/2022 07:00:00 PM,Parks Department,Special Event,Brooklyn,Prospect Park: Grecian Shelter/Peristyle Lawn West,,N/A,"55,","78,"
600741,Mobile COVID-19 Vaccine,02/22/2022 08:00:00 AM,02/22/2022 06:00:00 PM,Parks Department,Special Event,Brooklyn,Herbert Von King Park: Lafayette Avenue BBQ Area near Baseball Field,,N/A,"3,","79,"
615689,Lawn Closure of Veterans lawn,03/05/2022 12:00:00 AM,03/05/2022 11:00:00 PM,Parks Department,Special Event,Manhattan,Madison Square Park: Veterans Lawn,,N/A,"5,","13,"
626080,Mobile COVID-19 Testing and Vaccine Site,03/08/2022 11:00:00 AM,03/08/2022 07:00:00 PM,Street Activity Permit Office,Street Event,Manhattan,8 AVENUE between WEST   35 STREET and WEST   36 STREET,West,Curb Lane Only,"4, 5,","14,"
603469,Soccer -Regulation,03/15/2022 10:00:00 AM,03/15/2022 09:30:00 PM,Parks Department,Sport - Adult,Bronx,Macombs Dam Park: Soccer-01,,N/A,"04,","44,"
606508,Soccer -Regulation,03/15/2022 09:00:00 AM,03/15/2022 07:00:00 PM,Parks Department,Sport - Youth,Queens,Kissena Corridor West: Soccer-01,,N/A,"07,","109,"
609048,Celebration,04/06/2022 12:00:00 PM,04/06/2022 01:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Ladies' Pavilion,,N/A,"64,","22,"
613295,Baseball - 12 and Under (Little League),03/15/2022 03:00:00 PM,03/15/2022 05:30:00 PM,Parks Department,Sport - Youth,Manhattan,"Riverside Park: 103rd St-Softball-04 ,Riverside Park: 103rd St-Softball-05 ,East River Park: Softball-05",,N/A,"03, 07,","24, 9,"
624880,Celebration,08/28/2022 12:00:00 PM,08/28/2022 05:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: The Pool Lawns,,N/A,"64,","22,"
607152,Soccer - Non Regulation,03/14/2022 06:00:00 PM,03/14/2022 08:00:00 PM,Parks Department,Sport - Adult,Manhattan,East River Park: Soccer-02 Grand Street,,N/A,"03,","7,"
616923,Soccer - Non Regulation,03/06/2022 10:00:00 AM,03/06/2022 12:00:00 PM,Parks Department,Sport - Adult,Manhattan,Baruch Playground: Football-02,,N/A,"03,","7,"
619116,Miscellaneous,03/04/2022 08:00:00 AM,03/04/2022 06:00:00 PM,Parks Department,Sport - Youth,Staten Island,"Markham Playground: Multi Purpose Play Area-01 ,Markham Playground: Basketball-01 ,Markham Playground: Basketball-02",,N/A,"01,","120,"
610933,Celebration,07/17/2022 10:00:00 AM,07/17/2022 12:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: The Pond Lawns,,N/A,"64,","22,"
608270,Baseball - 12 and Under (Little League),03/04/2022 10:00:00 AM,03/04/2022 05:00:00 PM,Parks Department,Sport - Adult,Brooklyn,"Scarangella Park: Baseball-01 ,Scarangella Park: Softball Field-02",,N/A,"13,","60,"
620856,Covid 19 testing site,02/27/2022 07:00:00 AM,02/27/2022 07:00:00 PM,Parks Department,Special Event,Brooklyn,Bath Playground (JHS 281): Bath Playground,,N/A,"11,","62,"
607252,Soccer - Non Regulation,03/06/2022 11:00:00 AM,03/06/2022 01:00:00 PM,Parks Department,Sport - Adult,Queens,Astoria Park: Soccer-01,,N/A,"1,","114,"
610007,Outdoor Learning - Notre Dame School Private,03/11/2022 12:00:00 PM,03/11/2022 02:00:00 PM,Parks Department,Special Event,Manhattan,Corporal John A. Seravalli Playground: Corporal John A. Seravalli Playground,,N/A,"2,","6,"
608809,Soccer - Non Regulation,02/21/2022 05:00:00 PM,02/21/2022 07:00:00 PM,Parks Department,Sport - Youth,Manhattan,"Randall's Island Park: Wards Meadow Fields-Soccer-74 ,Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: Wards Meadow Fields-Soccer-72 ,Randall's Island Park: Wards Meadow Fields-Soccer-70 ,Randall's Island Park: East River Fields-Soccer-84 ,Randall's Island Park: East River Fields-Soccer-82",,N/A,"11,","25,"
612192,Soccer -Regulation,03/15/2022 03:00:00 PM,03/15/2022 05:00:00 PM,Parks Department,Sport - Youth,Brooklyn,Parade Ground: Soccer-08,,N/A,"14,","70,"
609963,East Bronx Academy PE Class & Afterschool,03/15/2022 07:00:00 AM,03/15/2022 06:00:00 PM,Parks Department,Special Event,Bronx,Seabury Park: Seabury Park,,N/A,"3,","42,"
616323,Football - Adults,03/15/2022 06:00:00 AM,03/15/2022 11:30:00 PM,Parks Department,Sport - Adult,Queens,Brookville Park: Football-01,,N/A,"13,","105,"
616743,Miscellaneous,05/25/2022 09:00:00 AM,05/25/2022 02:00:00 PM,Parks Department,Special Event,Queens,Astoria Park: Great Lawn 02 Ditmars Blvd,,N/A,"1,","114,"
613526,Baseball - Adults,03/06/2022 02:30:00 PM,03/06/2022 06:00:00 PM,Parks Department,Sport - Adult,Brooklyn,Dyker Beach Park: Dyker Bay 8-Baseball-03,,N/A,"10,","68,"
624334,Softball (Little league),03/01/2022 03:30:00 PM,03/01/2022 05:30:00 PM,Parks Department,Sport - Youth,Manhattan,Baruch Playground: Softball-01,,N/A,"03,","7,"
611547,Miscellaneous,03/15/2022 09:00:00 AM,03/15/2022 05:30:00 PM,Parks Department,Sport - Youth,Bronx,P.S. 29 Ball Field: Softball-01,,N/A,"01,","40,"
614089,Soccer -Regulation,03/15/2022 08:00:00 AM,03/15/2022 10:00:00 PM,Parks Department,Sport - Youth,Staten Island,Freshkills Park: Owl Hollow-Soccer-4,,N/A,"03,","123,"
613296,Soccer - Non Regulation,03/15/2022 03:00:00 PM,03/15/2022 06:00:00 PM,Parks Department,Sport - Youth,Manhattan,"Chelsea Park: Soccer-01 ,Corlears Hook Park: Soccer-01",,N/A,"03, 04,","10, 7,"
604471,Soccer - Non Regulation,03/05/2022 08:00:00 AM,03/05/2022 10:00:00 AM,Parks Department,Sport - Adult,Queens,Addabbo Park: Pals Oval-Soccer-01,,N/A,"10,","106,"
608922,Soccer - Non Regulation,03/06/2022 08:00:00 AM,03/06/2022 12:00:00 PM,Parks Department,Sport - Youth,Brooklyn,Bush Terminal Park: Soccer-02,,N/A,"07,","72,"
611260,Model Helicopter Flying,03/04/2022 08:00:00 AM,03/04/2022 07:00:00 PM,Parks Department,Special Event,Brooklyn,Calvert Vaux Park: Hobby Field,,N/A,"13,","60,"
617305,Model Aircraft Flying Field,03/08/2022 08:00:00 AM,03/08/2022 08:00:00 PM,Parks Department,Special Event,Staten Island,LaTourette Park & Golf Course: Model Airplane Field,,N/A,"2,","122,"
605313,Soccer -Regulation,03/04/2022 08:00:00 AM,03/04/2022 04:00:00 PM,Parks Department,Sport - Youth,Brooklyn,"Calvert Vaux Park: Soccer-03 ,Calvert Vaux Park: Soccer-04",,N/A,"13,","60,"
607351,Soccer - Non Regulation,03/04/2022 05:00:00 PM,03/04/2022 09:00:00 PM,Parks Department,Sport - Youth,Queens,College Point Fields: Soccer-01,,N/A,"07,","109,"
610380,"Frisbee Hill Winter Closure Nov. 29, 2021 - April 2, 2022",03/13/2022 12:00:00 AM,03/13/2022 11:59:00 PM,Parks Department,Special Event,Manhattan,Central Park: Frisbee Hill,,N/A,"64,","22,"
609463,Celebration,05/25/2022 03:30:00 PM,05/25/2022 06:30:00 PM,Parks Department,Special Event,Manhattan,"Central Park: Heckscher Picnic Area ,Central Park: Heckscher Playground Lawns",,N/A,"64,","22,"
611901,Lenox hill Farm Box,03/15/2022 11:30:00 AM,03/15/2022 07:30:00 PM,Street Activity Permit Office,Farmers Market,Manhattan,FIRST AVENUE between EAST   70 STREET and EAST   71 STREET,West,Partial Sidewalk Closure,"8,","19,"
606326,Soccer - Non Regulation,03/15/2022 08:00:00 AM,03/15/2022 08:00:00 PM,Parks Department,Sport - Youth,Manhattan,Frederick Douglass Playground: Soccer-01,,N/A,"07,","24,"
608830,Soccer - Non Regulation,03/05/2022 12:00:00 PM,03/05/2022 10:00:00 PM,Parks Department,Sport - Adult,Manhattan,"Randall's Island Park: Wards Meadow Fields-Soccer-75 ,Randall's Island Park: East River Fields-Soccer-85",,N/A,"11,","25,"
616924,Mobile COVID-19 Test Site,02/22/2022 07:00:00 AM,02/22/2022 09:00:00 PM,Parks Department,Special Event,Queens,Travers Park: Travers Park,,N/A,"3,","115,"
610783,NYC DOE Outdoor Learning- District 20 PreK Center,03/15/2022 09:00:00 AM,03/15/2022 12:00:00 PM,Parks Department,Special Event,Brooklyn,Mckinley Park: Lawn Area West,,N/A,"10,","68,"
608904,Miscellaneous,03/15/2022 08:00:00 AM,03/15/2022 08:00:00 PM,Parks Department,Sport - Youth,Brooklyn,P.O. Reinaldo Salgado Playground (PS 309): Football-01,,N/A,"03,","81,"
622833,Hugh Hayden Reflection Board,03/06/2022 12:00:00 PM,03/06/2022 02:00:00 PM,Parks Department,Special Event,Manhattan,Madison Square Park: Veterans Lawn,,N/A,"5,","13,"
610093,Outdoor Learning - LLS,03/15/2022 08:30:00 AM,03/15/2022 02:30:00 PM,Parks Department,Special Event,Brooklyn,Fort Greene Park: Mrytle and Washington Park Entrance,,N/A,"2,","88,"
619938,Miscellaneous,06/24/2022 12:00:00 PM,06/24/2022 02:00:00 PM,Parks Department,Special Event,Queens,"Cunningham Park: Picnic Green 1 ,Cunningham Park: Picnic Green 2",,N/A,"8,","107,"
619157,Covid -19 testing for the public,03/15/2022 07:00:00 AM,03/15/2022 07:00:00 PM,Parks Department,Special Event,Staten Island,Brookfield Park: Blue Trail,,N/A,"2,","121,"
625251,Mandarin Superstars,04/10/2022 10:00:00 AM,04/10/2022 11:00:00 AM,Parks Department,Special Event,Queens,Travers Park: Travers Park,,N/A,"3,","115,"
607537,Football Ã¢â¬â Flag Football,03/14/2022 08:00:00 PM,03/14/2022 10:00:00 PM,Parks Department,Sport - Adult,Staten Island,Gen. Douglas MacArthur Park: Multi-Use Field-01,,N/A,"2,","122,"
606683,Soccer -Regulation,03/15/2022 08:00:00 AM,03/15/2022 10:00:00 PM,Parks Department,Sport - Youth,Brooklyn,Calvert Vaux Park: Soccer-01,,N/A,"13,","60,"
530443,Soccer - Non Regulation,03/05/2022 06:00:00 AM,03/05/2022 11:00:00 PM,Parks Department,Sport - Adult,Queens,"Juniper Valley Park: Football-01 ,Juniper Valley Park: Track-01",,N/A,"05,","104,"
605852,Soccer - Non Regulation,03/05/2022 10:00:00 AM,03/05/2022 02:00:00 PM,Parks Department,Sport - Youth,Queens,St. Michael's Playground: Soccer-01,,N/A,"01,","114,"
610973,Outdoor Learning,03/15/2022 07:20:00 AM,03/15/2022 01:40:00 PM,Parks Department,Special Event,Queens,Vito Locascio Field / Loring Field: Vito Locascio Field (Loring),,N/A,"10,","106,"
619578,COVID-19 Testing- Star Spangled Playground,02/23/2022 07:00:00 AM,02/23/2022 07:00:00 PM,Parks Department,Special Event,Brooklyn,Star Spangled Playground (IS 117): Star Spangled Playground,,N/A,"3,","79,"
549530,Mobile COVID-19 Test Site,02/25/2022 09:00:00 AM,02/25/2022 06:00:00 PM,Parks Department,Special Event,Brooklyn,Sunset Park: Lawn at 44th and 6th,,N/A,"7,","72,"
611186,Celebration,06/23/2022 12:00:00 PM,06/23/2022 01:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Ladies' Pavilion,,N/A,"64,","22,"
602598,Soccer - Non Regulation,03/05/2022 10:00:00 AM,03/05/2022 02:00:00 PM,Parks Department,Sport - Adult,Manhattan,East River Park: Soccer-01 East 6th Street,,N/A,"03,","9,"
625798,Vaccine Command Center - Allerton,02/20/2022 06:00:00 AM,02/24/2022 07:00:00 PM,Street Activity Permit Office,Street Event,Bronx,ALLERTON AVENUE between HOLLAND AVENUE and CRUGER AVENUE,South,Partial Sidewalk Closure,"11,","49,"
616562,Arise New York,05/01/2022 10:00:00 AM,05/01/2022 06:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Bandshell Plaza,,N/A,"64,","22,"
622921,Covid 19 testing for the public,02/19/2022 07:00:00 AM,02/19/2022 07:00:00 PM,Parks Department,Special Event,Brooklyn,Power Playground: Power Playground,,N/A,"18,","63,"
610487,"Reservoir North Lawn Winter Closure Dec.2, 2021 - May 7, 2022",03/04/2022 12:00:00 AM,03/04/2022 11:59:00 PM,Parks Department,Special Event,Manhattan,"Central Park: North Reservoir Landscape A ,Central Park: North Reservoir Landscape B ,Central Park: North Reservoir Landscape C",,N/A,"64,","22,"
613523,Soccer -Regulation,03/06/2022 08:00:00 AM,03/06/2022 04:00:00 PM,Parks Department,Sport - Adult,Manhattan,"Riverside Park: 107th/108th St-Soccer-01 E ,East River Park: Soccer-01 East 6th Street",,N/A,"03, 07,","24, 9,"
609134,Celebration,05/14/2022 12:00:00 PM,05/14/2022 02:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Cop Cot,,N/A,"64,","22,"
615599,Party,06/11/2022 12:00:00 PM,06/11/2022 04:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: The Pool Lawns,,N/A,"64,","22,"
606326,Soccer - Non Regulation,03/05/2022 08:00:00 AM,03/05/2022 08:00:00 PM,Parks Department,Sport - Youth,Manhattan,Frederick Douglass Playground: Soccer-01,,N/A,"07,","24,"
614028,Brooklyn Kids Prep School Outdoor Learning,03/04/2022 03:00:00 PM,03/04/2022 09:00:00 PM,Parks Department,Special Event,Brooklyn,Marine Park: Lawn (Fillmore Avenue),,N/A,"18,","63,"
606041,Track and Field,03/05/2022 08:00:00 AM,03/05/2022 08:00:00 PM,Parks Department,Sport - Youth,Queens,Astoria Park: Soccer-01,,N/A,"1,","114,"
624311,Alley Pond Park Forest Restoration,03/04/2022 10:00:00 AM,03/04/2022 12:00:00 PM,Parks Department,Special Event,Queens,Alley Pond Park: Parking Lot 01 - Springfield,,N/A,"11,","111,"
609121,Celebration,04/17/2022 12:00:00 PM,04/17/2022 02:00:00 PM,Parks Department,Special Event,Manhattan,Central Park: Ladies' Pavilion,,N/A,"64,","22,"
612982,Shynefest,08/27/2022 01:00:00 PM,08/27/2022 07:00:00 PM,Parks Department,Special Event,Queens,Rockaway Beach Boardwalk: Hockey-01,,N/A,"14,","100,"
606595,Soccer -Regulation,03/06/2022 08:00:00 AM,03/06/2022 10:00:00 PM,Parks Department,Sport - Youth,Bronx,Macombs Dam Park: Soccer-01,,N/A,"04,","44,"
612099,Outdoor Learning,03/15/2022 10:30:00 AM,03/15/2022 01:30:00 PM,Parks Department,Special Event,Manhattan,Highbridge Park: Sunken Playground,,N/A,"12,","33,"
609986,Soccer - Non Regulation,03/05/2022 09:00:00 AM,03/05/2022 01:00:00 PM,Parks Department,Sport - Youth,Brooklyn,Park Slope Playground (PS 282): Multi Purpose Turf - 8 years and younger only,,N/A,"6,","78,"
612757,Miscellaneous,05/18/2022 09:00:00 AM,05/18/2022 02:00:00 PM,Parks Department,Special Event,Brooklyn,"Bush Terminal Park: Baseball-01 ,Bush Terminal Park: Soccer-03",,N/A,"07,","72,"
625803,Vaccine Command Center - Jackson Heights,02/16/2022 06:00:00 AM,02/22/2022 07:00:00 PM,Street Activity Permit Office,Street Event,Queens,BROADWAY between 37 AVENUE and ROOSEVELT AVENUE,East,Partial Sidewalk Closure,"2, 3,","108, 115,"
606158,Soccer -Regulation,03/06/2022 10:00:00 AM,03/06/2022 10:00:00 PM,Parks Department,Sport - Adult,Manhattan,East River Park: Soccer-01 East 6th Street,,N/A,"03,","9,"
609964,OUTDOOR LEARNING--ps186q-doe,03/15/2022 08:00:00 AM,03/15/2022 11:00:00 PM,Parks Department,Special Event,Queens,Castlewood Playground: Castlewood Playground,,N/A,"13,","105,"
620053,Production - IMG at Spring Studios,02/07/2022 12:01:00 AM,02/18/2022 11:59:00 PM,Street Activity Permit Office,Production Event,Manhattan,VARICK STREET between LAIGHT STREET and BEACH STREET,East,Sidewalk and Curb Lane Closure,"1, 2,","1, 6,"
607978,Soccer - Non Regulation,03/06/2022 12:00:00 PM,03/06/2022 04:00:00 PM,Parks Department,Sport - Youth,Manhattan,Thomas Jefferson Park: Soccer-01,,N/A,"11,","23,"
